codigofuente-auth-1  | [Mon Apr 03 19:44:21.300715 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.10 (Debian) PHP/7.0.27 configured -- resuming normal operations
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:45:22 +0000] "POST /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983/files/upload HTTP/1.1" 201 211 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:45:22 +0000] "POST /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983/files/upload HTTP/1.1" 201 211 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:45:22 +0000] "POST /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983/files/upload HTTP/1.1" 201 211 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:45:22 +0000] "POST /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983/files/upload HTTP/1.1" 201 211 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:45:22 +0000] "GET /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983 HTTP/1.1" 200 624 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:45:22 +0000] "GET /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983 HTTP/1.1" 200 624 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:45:22 +0000] "POST /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983/files/upload HTTP/1.1" 201 211 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:45:22 +0000] "POST /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983/files/upload HTTP/1.1" 201 211 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:45:22 +0000] "GET /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983 HTTP/1.1" 200 624 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:45:23 +0000] "POST /subscription/v1/catalogs/50c9e4a805b2031a856ee4a8754028162a11b716b7ddd91aa94ffec49bae4983/files/upload HTTP/1.1" 201 211 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:47:22 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:47:23 +0000] "POST /subscription/v1/view/catalogsbyuser?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 3479 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:47:23 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 2527 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:47:45 +0000] "POST /subscription/v1/view/catalogsbyuser?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 3479 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.14 - - [03/Apr/2023:19:47:46 +0000] "GET /subscription/v1/view/catalog/6893389c97b613470d62063824e26cb3afeea32b817f7b4ccc57a3714a40643d?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 594 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:48:19 +0000] "GET /subscription/v1/view/catalog/6893389c97b613470d62063824e26cb3afeea32b817f7b4ccc57a3714a40643d/?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 594 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:48:19 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 2968 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:48:19 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 404 205 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.22 - - [03/Apr/2023:19:48:19 +0000] "POST /subscription/v1/visualization?access_token=8549a1c11faebe02aaf78af98b1f366eb2bdf5997f34ee557e151132bb58cf4b HTTP/1.1" 200 34365 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&namefile=Prueba113.dcm&sizefile=787248&dispersemode=SINGLE&isciphered=true&hashfile=ee4a13ef2e0d18144b2ed67f299affd3&chunks=1 HTTP/1.1" 200 493 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 172.22.0.15 - - [03/Apr/2023:19:44:48 +0000] "GET /updateOperation.php?operationId=642b2cb04ed2c7.55754429&chunkId=c/dcdce040b540bb483912e322f8900aee5b821f20 HTTP/1.1" 200 195 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&namefile=Prueba193.dcm&sizefile=787248&dispersemode=SINGLE&isciphered=true&hashfile=450574b65fce60e85d3666a198401dd5&chunks=1 HTTP/1.1" 200 492 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&namefile=Prueba178.dcm&sizefile=787248&dispersemode=SINGLE&isciphered=true&hashfile=5ddbdceb8bad3d03194a0a359080b9a6&chunks=1 HTTP/1.1" 200 493 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&keyfile=dcdce040b540bb483912e322f8900aee5b821f20 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //stats_d.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&sizefile=787248&chunks=1&keyfile=dcdce040b540bb483912e322f8900aee5b821f20&organization=TESTORG&SYNC=36&UPLOAD_PRIVATE_KEY=1&CRYPT_KEY_GENERATION=1&CRYPT_READ=0&CRYPT_CIPHER=0&CRYPT_WRITE=0&CRYPT_SIGN=1&CRYPT_CPABE-CRYPT=45&CRYPT_ADD_PACKAGE=0&TAR_AND_CIPHER=78&UPLOAD_TIME=7&DELIVERY=85&PUBLISH_IN_CATALOG=31&UPLOAD_COMPLETED=248 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //getCert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyuser=bob HTTP/1.1" 200 310 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 172.22.0.13 - - [03/Apr/2023:19:44:48 +0000] "GET /updateOperation.php?operationId=642b2cb06373e5.94040857&chunkId=c/a3217c241e9922dcd5c621fc2969bc2803437d96 HTTP/1.1" 200 195 "-" "-"
codigofuente-metadata-1            | 172.22.0.8 - - [03/Apr/2023:19:44:48 +0000] "GET /updateOperation.php?operationId=642b2cb066af88.65432151&chunkId=c/c54f69a198df7b06e420e03bc79180d5f900cb08 HTTP/1.1" 200 195 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:20 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:21 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-metadata-1            | 172.22.0.8 - - [03/Apr/2023:19:44:48 +0000] "GET /updateOperation.php?operationId=642b2cb066a896.47328668&chunkId=c/5f85a46abe40e6095002a30bf570a66d3ec1de10 HTTP/1.1" 200 195 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&keyfile=a3217c241e9922dcd5c621fc2969bc2803437d96 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&keyfile=c54f69a198df7b06e420e03bc79180d5f900cb08 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&namefile=Prueba147.dcm&sizefile=787248&dispersemode=SINGLE&isciphered=true&hashfile=fdf1df9144ed0e167250ed4f8e0fab59&chunks=1 HTTP/1.1" 200 493 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //push_insert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyresource=dc82bd3eb31c430f8acff5b3348ffc48b10337431cc1f52e4388348d55a13868&keyfile=5f85a46abe40e6095002a30bf570a66d3ec1de10 HTTP/1.1" 200 264 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //stats_d.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&sizefile=787248&chunks=1&keyfile=a3217c241e9922dcd5c621fc2969bc2803437d96&organization=TESTORG&SYNC=21&UPLOAD_PRIVATE_KEY=1&CRYPT_KEY_GENERATION=1&CRYPT_READ=0&CRYPT_CIPHER=0&CRYPT_WRITE=0&CRYPT_SIGN=1&CRYPT_CPABE-CRYPT=85&CRYPT_ADD_PACKAGE=0&TAR_AND_CIPHER=109&UPLOAD_TIME=8&DELIVERY=117&PUBLISH_IN_CATALOG=16&UPLOAD_COMPLETED=245 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //getCert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyuser=bob HTTP/1.1" 200 310 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //stats_d.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&sizefile=787248&chunks=1&keyfile=c54f69a198df7b06e420e03bc79180d5f900cb08&organization=TESTORG&SYNC=21&UPLOAD_PRIVATE_KEY=1&CRYPT_KEY_GENERATION=0&CRYPT_READ=0&CRYPT_CIPHER=0&CRYPT_WRITE=0&CRYPT_SIGN=28&CRYPT_CPABE-CRYPT=44&CRYPT_ADD_PACKAGE=0&TAR_AND_CIPHER=102&UPLOAD_TIME=8&DELIVERY=110&PUBLISH_IN_CATALOG=17&UPLOAD_COMPLETED=214 HTTP/1.1" 200 265 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET //getCert.php?tokenuser=7eada11a812eff429cb203bdaa5ac4ac9ff6bc52b7c850a7b0717782ce926530&keyuser=bob HTTP/1.1" 200 310 "-" "Java/18.0.2-ea"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:22 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-metadata-1            | 10.81.234.2 - - [03/Apr/2023:19:44:48 +0000] "GET /pubcerts/bob.cer HTTP/1.1" 200 1199 "-" "Java/18.0.2-ea"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:23 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:24 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:25 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:25 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:25 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
codigofuente-pub_sub-1             | 172.22.0.21 - - [03/Apr/2023:19:48:25 +0000] "GET /subscription/v1/catalogs/3a7af1940b306dfb718c967187b7ecc8d68ac1149438356ce64a24c03bba88e5 HTTP/1.1" 200 630 "-" "-"
